user;algorithm;neg_mean_squared_error;feature_user;feature_alcohol_beer;feature_alcohol_otherfermented;feature_alcohol_wine;feature_alcohol_winemix;feature_birthdate;feature_depression_q1;feature_depression_q10;feature_depression_q2;feature_depression_q3;feature_depression_q4;feature_depression_q5;feature_depression_q6;feature_depression_q7;feature_depression_q8;feature_depression_q9;feature_diet_q1;feature_diet_q10;feature_diet_q11;feature_diet_q12;feature_diet_q13;feature_diet_q14;feature_diet_q2;feature_diet_q3;feature_diet_q4;feature_diet_q5;feature_diet_q6;feature_diet_q7;feature_diet_q8;feature_diet_q9;feature_height;feature_measurementtime;feature_med_Acido acetil salicilico;feature_med_Hidroclorotiazida;feature_med_Ibuprofeno;feature_med_Lercanidipino;feature_med_Lorazepam;feature_med_Lormetazepam;feature_med_Naproxeno;feature_med_Paracetamol;feature_med_Sertralina;feature_med_Zolpidem;feature_physical_q1;feature_physical_q2;feature_physical_q3;feature_physical_q4;feature_physical_q5;feature_physical_q6;feature_physical_q7;feature_pulse;feature_smoke_cigarettes;feature_smoke_electronic;feature_social_q1;feature_social_q2;feature_social_q3;feature_social_q4;feature_social_q5;feature_social_q6;feature_social_q7;feature_steps;feature_stress_q1;feature_stress_q10;feature_stress_q11;feature_stress_q12;feature_stress_q13;feature_stress_q14;feature_stress_q2;feature_stress_q3;feature_stress_q4;feature_stress_q5;feature_stress_q6;feature_stress_q7;feature_stress_q8;feature_stress_q9;feature_weather_clouds;feature_weather_feels;feature_weather_humidity;feature_weather_pressure;feature_weather_temp;feature_weather_tempmax;feature_weather_tempmin;feature_weather_windspeed;feature_weight;feature_educationlevel;feature_gender
5;SVR_dia;14.531601687369381;0.0;0.0;0.738931204158698;0.0;-1.7764323913129239;0.0;-0.4194078873052489;0.0;0.0;1.5346103235319921;0.0;-1.1605313916415574;0.3608320272538827;0.6987171627287294;0.0;1.0731962931285062;0.0;0.0;-1.0274020549417988;0.0;0.0;0.0;0.0;1.519709794916922;0.0;0.0;0.0;-1.4740060256744631;0.0;0.0;0.0;1.3801476299066706;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.772137566761768;1.791088537698043;-0.5272352016896068;-0.6584198976535066;-0.43782397633532877;-0.09976031937153693;-0.19388751936246515;-1.233081322402864;0.0;0.0;0.0;0.3631441604776835;1.6393410155472454;-0.3631441604776835;0.38619796505014026;1.6393410155472454;0.0;0.3051403639081919;-0.6897857032291183;0.0;1.570525030649928;-1.11930486071606;0.0;0.022323349053948078;-0.6897857032291183;-1.0070221963447314;0.20895895405529716;-0.48238260143491385;-1.1605313916415574;0.0;0.0;0.0;0.3540688432571859;0.636570542347514;-1.1296032001035583;-1.064256017844531;0.2915866345503913;-0.8814139463753043;2.0284694230171416;0.02607080587951321;0.0;0.0;0.0
6;SVR_dia;100.04312811680569;0.0;0.0;0.0;0.0;0.0;0.0;0.5018538452249515;1.0973720659354629;0.7863133254957015;0.9954242840035599;0.15594657413355212;0.0;-0.5904413656183172;-2.125412063588688;-0.9954242840035579;0.0;0.0;1.0754964533959412;0.0;0.0;0.0;-2.103346635747704;0.0;1.5078215808862532;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.38101867318642635;0.0;0.0;0.0;0.0;0.0;0.0;-0.5375204337652245;-1.3322676295501878e-15;0.0;0.0;-0.7176058995502731;-1.0229623949315685;0.8871260940640591;-0.5625943805062339;-0.3600623687907677;-0.4406094758989181;-0.7548497459856948;2.990905427654815;0.0;0.0;0.0;0.0;0.0;-0.3350752003218672;0.0;0.0;0.0;-0.06229097322050392;-0.6491654556696381;0.30311524247870025;0.11554646837135052;1.5621480474055836;0.07174634675830993;0.7846991863088338;-0.16596887903940505;0.03381585231195694;0.0;0.5694816940212856;0.47998785375339437;0.1729904430339857;0.5395563655838294;0.5694816940212856;-0.1887786745375975;0.9649846877240971;1.9379333617971697;1.1477824842235687;0.08062283132298392;-0.25596960394945745;0.21792650656348767;-1.3765269375575273;1.212871590680839;0.0;0.0
7;SVR_dia;6.948183915495479;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05268202091047658;0.0;-0.43798237781721727;0.05268202091047525;-0.32073044989545196;-0.03740214576695955;-0.43798237781721727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5914706721086505;0.9815247868942971;0.0;0.0;0.0;0.0;0.0;-1.296576721303645;0.0;-0.8364666602362045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.026534343429415408;0.7898013039632548;-0.3995675812804358;-0.3995675812804358;0.0;-0.9058245784405772;0.0;-0.6412769154090914;0.0;0.0;0.0;0.0;0.0;-0.9420654867147836;0.0;-0.0718618718471764;0.0;-0.44780707550160126;0.2661231953318619;0.5829216458518967;0.3586242051362438;-0.44946330202009943;0.0;0.38653584898301263;-0.1459801532713687;-0.668242491861514;0.026306879381126747;0.1816274262520588;0.1816274262520588;0.026306879381126747;0.026306879381126136;0.1816274262520588;0.0819187897662299;-0.9285211294549497;-0.13537068120097762;-0.9512959822454505;-0.19231361147250325;-0.4276307691785901;1.6251218252571442;-0.7285336002689707;0.0;0.0;0.0
General;SVR_dia;8.695460133568814;-0.43613055779522825;0.1317944838742484;2.7993464764711797;0.4234994571709058;-0.1644903308855552;-3.574334747873798;-0.6184109630352417;0.7154332726380339;0.006773601821281616;-0.5397655855275687;1.4940493504306072;-0.1199067408661989;-0.23317606780643274;-1.8009315369059746;1.7892490828475252;3.3258916938427427;1.9566021424689888;-1.4020768549704854;0.32684131137541783;4.641433705157848;2.2147084616239123;-1.060469316177937;0.047427084599499736;1.282890368814233;2.2083548848595154;-0.4840534948214099;-1.7692394056800933;1.0626991330073263;-2.148518309173009;-1.4173962485168632;-1.5503423803302114;-0.7045102804006829;-0.1288189745389101;-0.43921418523024425;0.27538185260326753;2.945974810164593;-0.7233325834073057;-0.7233325834073057;-0.3118484970172566;0.04984452052271138;2.945974810164593;2.945974810164593;0.6224583687529428;-3.9889974695370753;-0.011120456522957234;-0.12195535333835927;2.1127623705670184;0.24963639232937673;1.0709123560719949;0.7575615100539275;1.2232769079134815;0.1326479216263703;4.047229275691127;4.5054229600978495;0.31289023720803666;0.09996781290582746;-1.0082611213474575;-1.3211817943153532;-0.7233325834073128;0.2688092108733713;-1.5431120016152975;1.1573608328997826;1.9130429750160385;-2.5562598102219694;1.9550908800553692;1.3461079681538877;-1.7260088096976673;0.1995243030775531;-2.9377705396937994;-2.2503198430050997;-0.5449362808311955;-1.5276225896500994;0.7226444557800829;2.1323278722938017;0.3977809045745211;-1.0961975871629148;-0.6158643833081232;0.3616470943125192;-0.4679065464564145;-0.7407741647915023;1.6503684233751508;-0.7147350219859732;-0.44838660194356805;1.6315394320072285;-4.35292475941097
1;SVR_sys;4.5490647594225395;0.0;0.0;0.0;0.0;0.0;0.0;-0.5826182907683557;0.0;0.0;0.0;0.0;0.0;0.0;-0.5826182907683557;0.05908862363185863;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23018571493300355;0.0;1.0809617299321905;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07104156728237426;0.07104156728237326;-0.05175892254440295;0.22269866141580819;-0.3325227106933525;1.0690257555297509;0.0;0.0;0.0;0.2564540482714255;0.0;0.0;-1.1022746735496751;0.2564540482714255;0.0;-2.787900649037914;-0.2384933064878818;0.4581108223480226;0.23211007966085845;-0.19873349417870756;0.006808497572498018;-0.2774234824504783;0.0874689121627399;0.0;0.0;0.0;0.20814172766926342;0.07131672337508554;0.0;0.43511549661203297;-0.8690203949666627;-1.1202208622337546;-1.235684101799876;-0.17729842516078687;-1.1417243169740234;-0.717396982309565;-0.16692825404250577;-0.2008687828393585;0.0;0.0;0.0
2;SVR_sys;4.051157997906981;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.4593813140491303;0.0;-0.9820131765488708;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.8955958401554112;0.0;0.0;0.0;0.0;0.0;0.0;-1.1289418616544293;0.3397797837430012;0.0;-0.8171907622846973;0.0;0.0;0.0;0.0;-0.22428152699206735;0.0;0.0;0.7414261263831476;0.33242590723510324;0.3781898267642472;0.4732000574011638;-0.04583418612728596;-0.3657430122668679;0.3905237378790267;-1.0107762766414945;0.0;0.0;0.0;0.0;0.0;0.3763458286282426;0.0;0.0;0.0;0.46037314949137587;0.06490848357049361;0.6247429623969243;0.41081786179392;0.0;0.5329192775139617;-0.53291927751396;0.922960095433772;0.41081786179391955;0.0;0.0;0.0;-0.06490848357049195;0.47840534893951925;0.0;-0.16595465115287736;0.1612931558689986;0.29016818135804867;-0.007640947267460785;0.3646213814510818;0.2192503609085637;0.22792842633453925;1.1323227544635572;0.0;0.0;0.0
3;SVR_sys;105.92624260325677;0.0;0.0;0.0;0.0;0.0;0.0;-3.4721971750334286;3.7763834647732475;1.895318024631339;-0.1307763237802026;-3.8381781191483064;0.0;0.0;-3.8381781191483064;-1.128832096817067;3.7763834647732475;0.0;0.0;0.0;0.0;-5.901658929431946;0.0;0.0;1.488015460729888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.866026278513918;0.07552180517851943;0.0;0.0;0.0;0.0;0.0;-0.8695717756083515;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.9371541245691387;1.998427662159789;-3.7930274466105165;-2.7945441346776296;-0.5936460321214144;0.2349169297852466;4.266069220577967;-9.849759894239225;-3.533131705042661;0.0;4.266069220577967;-3.533131705042661;0.0;-3.8005824379409225;0.7124195648287216;0.0;2.1385026015378203;1.3800359466463155;0.0;3.0631207925186255;1.3800359466463155;1.3800359466463155;-1.6953958693291489;-3.573226289009914;0.0;0.0;3.418614004080584;0.32430420841346647;-3.8043682421118907;-7.238738376195182;4.160510254236593;1.0722757429738246;2.280379002763414;2.5997595815629624;3.9608619827605067;-2.7852452433240305;0.0;0.0;0.0
4;SVR_sys;5.478385440970487;0.0;-1.0301451731246218;0.0;0.8335259506345469;-0.29589553891567055;0.0;0.0;0.0;0.0;-0.06028030179152921;0.014357291207479639;0.0;-0.07852168531941406;0.0;0.07852168531941406;0.0;0.08075497467375325;0.0;0.0;0.0;0.0;0.16382462990005697;0.0;-0.08006588752010696;0.0;-0.08006588752010635;0.0;0.0;0.0;0.0;0.0;-2.2820365722253833;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4043874938842429;0.0;0.0;-0.008890105552791683;-0.09191649381233791;-0.1566808329300987;-0.13786266294212113;0.05681114042480262;-0.10880202126487859;0.10880202126487504;0.007817991361573684;0.0;0.0;-0.08075497467375281;0.0;0.07808635134670372;0.4043874938842441;0.0;0.0;0.0;0.4284781946579108;0.1715945117735267;-0.08446743046377048;-0.19899310077115895;0.0;-0.08075497467375281;-0.0951014936756216;-0.08075497467375281;0.0;0.08075497467375281;0.0;0.0;-0.08446743046377048;-0.0951014936756216;0.04089422970879633;0.27189511158820634;-0.3937314731624814;1.1313276502533987;-1.7824762902414082;-0.5877869624016775;-0.18146106688388686;-0.12118578271836067;-0.2937969174067598;0.0;0.0;0.0
5;SVR_sys;14.310643484594026;0.0;0.0;-1.094192968378444;0.0;-1.0721854833925502;0.0;-0.32322072349106695;0.0;0.0;-1.5798967748231314;0.0;0.045142297713647285;-0.975483434143886;-0.441285907211559;0.0;-1.5383472373010456;0.0;0.0;0.3354175164638411;0.0;0.0;0.0;0.0;-1.6212624459803961;0.0;0.0;0.0;0.5974389351280359;0.0;0.0;0.0;0.2080605046549271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.8520874424330498;-2.199664256367922;0.006255166185144824;1.4656260025808094;-0.2929968593850093;0.6539284896164743;1.090965500803831;2.1825408927940932;0.0;0.0;0.0;-0.029607821281036825;-1.7488878689548912;0.029607821281036825;-1.0086997518552736;-1.7488878689548912;0.0;0.6372881696359833;0.009857021279711232;0.0;-0.7082021861620856;0.10811818689386773;0.0;-0.05515873494649035;0.009857021279711232;0.3611637972761089;-0.4078623877407922;-0.03431439943940107;0.045142297713647285;0.0;0.0;0.0;2.7743492135700754;-0.5150749858213653;-1.0263243118353973;-1.1351119884522807;0.09291084443593604;0.694726484448064;0.8959261135791874;2.5157696630017816;0.0;0.0;0.0
6;SVR_sys;5.66346182018306;0.0;0.0;0.0;0.0;0.0;0.0;0.12279776894427863;0.490043553436561;0.3984009344020397;-1.0714956045360569;-0.5523450032876855;0.0;-0.37154542294841164;0.5536611457608065;1.0714956045360602;0.0;0.0;-0.3958945256110701;0.0;0.0;0.0;0.07504688065051268;0.0;-0.569579958681903;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.03671266067291759;0.0;0.0;0.0;0.0;0.0;0.0;0.5663442400961881;1.1657341758564144e-15;0.0;0.0;0.1594923855902488;-0.4779818646052514;-0.3344329036771728;-0.5217968935775041;-0.9723546734094134;-0.9876658056793362;1.8032952892376137;0.440691280874056;0.0;0.0;0.0;0.0;0.0;-0.8908889245697132;0.0;0.0;0.0;-1.3446332179852916;-0.03440624186989738;-0.1634187437037311;0.29912306542993283;0.6142908353814422;-0.045352357316077896;0.7290733845300525;0.22905788869171573;0.37596002121250927;0.0;0.5001319516132312;0.10652662128529222;-0.08712956314101344;0.6221275958315043;0.5001319516132312;0.23706649320992434;-0.6146852159593313;-0.45799849705865026;0.022790056216446475;0.17018787674416072;-0.9296100757765784;1.1169731001352639;0.06716311920129892;0.9364125489610543;0.0;0.0
7;SVR_sys;12.515133958130177;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.411305572765431;0.0;-0.32278398518182416;1.4113055727654302;0.0049754218908586445;1.1147642239761728;-0.32278398518182416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37545053270209383;0.06275205412655227;0.0;0.0;0.0;0.0;0.0;1.0578327986132237;0.0;0.7656662552004518;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06111483288373343;0.29652649616343707;-0.05296821262257634;-0.05296821262257634;0.0;-0.3280495630044862;0.0;0.5023251183439166;0.0;0.0;0.0;0.0;0.0;-0.060229293444678644;0.0;-0.7143720964228306;0.0;-0.8139773723036614;-0.1179610305060117;0.4627954432423538;0.281470387136316;-0.15075036083858584;0.0;-0.20824846421323384;0.02564190334681271;-0.13396876002612457;0.4375839492019;0.34751379733338017;0.34751379733338017;0.4375839492019;0.4375839492019004;0.34751379733338017;0.5016001025562131;-1.7111402135602063;-0.6461176301090179;-0.04208661497960853;-0.1729063550517682;0.22820321130203136;1.083715728629602;-0.07234280972177376;0.0;0.0;0.0
General;SVR_sys;7.428354386696911;1.702168235096929;-0.353247171354505;-0.7879890484344313;0.20605972137658093;0.3437313150136614;-0.31336287387374906;-0.13144555591105866;0.21683094026459493;1.921912651640021;0.7855895901635721;-1.8665571548936093;-0.638741086933325;1.1919820636264857;-0.4701419815204808;-0.9706748279849293;-3.859434835334306;0.12634460257660152;0.9327767193214775;-0.8073630972961652;-5.847383397517554;1.6000611833328904;1.2131672944666798;-1.1505198107631598;0.5051574607557112;-1.4128071567691087;0.8911476285593496;-2.434022190877415;-3.021076266045503;2.694894073420432;1.4873844099605222;-1.8329397550672155;-1.0861410229998825;-0.06408187387094139;0.9521765125866288;-0.06254664955695688;0.7792637764854922;0.9244668231611577;0.9244668231611577;-0.40341359228219664;0.0616754035799537;0.7792637764854922;0.7792637764854922;0.10118961861601505;-0.8904894583981067;-0.011492172290596514;0.574680656486593;-1.1117623754777632;0.03417788304753078;1.2097761142710872;-0.014904497737887823;-0.5189767823971039;-0.10652355768120447;-1.460147691459742;-2.448199169244133;-1.9484397069494603;-0.47756834665275916;-0.17943310088580944;-1.5725997439063901;0.9244668231611559;-0.4988190425655823;-0.08879855816263227;0.8131418908521377;0.673974202198659;0.5665075649729925;0.2525876794056088;0.22745564623114944;-0.29663650176816136;0.7183757859298545;-0.17234964294341992;-0.7229305780826953;0.4390998741439347;-0.6352525236062792;0.6188387451456112;-0.2701624332010093;0.025997549128573993;-0.4822049334392844;-0.4549712466183351;-0.6992281874830015;0.06549416175717937;0.2267354135847981;0.4675232429180376;-0.4508466019443027;0.22257696614119382;-1.663140216098789;3.702750827761556
1;BR_dia;8.08920480057682;0.0;0.0;0.0;0.0;0.0;0.0;-0.5922381146698901;0.0;0.0;0.0;0.0;0.0;0.0;-0.5922381146698974;0.07863728534478287;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.7459505885535109;0.0;-0.40374507778588864;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0577587244248865;0.05775872442488372;0.6303450770435648;0.08792544905773125;-0.1485194769915641;-1.4705673864965136;0.0;0.0;0.0;-0.3940403153285734;0.0;0.0;-0.7342414163822304;-0.394040315328573;6.653007110644768e-16;-2.0240409422518795;-0.4101089074229347;0.5776000922341933;0.19156108059132304;-0.28271986610197086;-0.09650764727368222;-0.321603553934777;0.2530325128824953;0.0;0.0;0.0;0.15003319386948025;-0.1085579899226834;0.0;0.4083494704200219;-0.9013460476161952;-0.9944476434187081;-0.36175648971849134;-0.745064913474621;-0.5211603057969867;-0.7068781009134131;-0.49424301966078943;0.294124366994735;0.0;0.0;0.0
2;BR_dia;6.328446208426802;0.0;0.0;0.0;0.0;0.0;0.0;-1.2430102790522114e-17;0.0;3.864995980992905e-17;4.278198541947319e-17;-8.134775386912244e-18;0.051850367252412606;6.091593687019105e-17;-0.06980854778773118;4.734579536073909e-18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05842821464906316;0.0;0.0;0.0;0.0;0.0;0.0;-0.0032107129171771963;-0.05082207108453038;0.0;-0.04304271644177536;0.0;0.0;0.0;0.0;0.06792422674482004;0.0;0.0;0.0230559212638702;-0.03126810744854222;0.0107059506200618;0.03879446218685429;-0.056399593487767775;-0.03671038215240917;0.07559459594983131;0.09804321800679487;0.0;0.0;0.0;0.0;0.0;0.09248336457138043;0.0;0.0;0.0;0.018261278938032553;-0.026340312189580762;0.03707295003344965;0.07082496817423943;0.0;0.06887371061610767;-0.06887371061610768;0.06399149647067262;0.07082496817423942;0.0;0.0;0.0;0.02634031218958074;0.03941151730241921;-5.700752635386218e-32;-0.07076494246081899;0.026493182090675152;-0.05958277727508277;-0.07319083234447425;0.05477320063571967;0.05084317276753565;0.06091384412082181;0.08610652342442025;0.0;0.0;0.0
3;BR_dia;11.217035302065643;0.0;0.0;0.0;0.0;0.0;0.0;-0.06650008715895778;0.03411111581307029;-0.016628055813330336;-0.03190133290740927;-0.051951410729322106;2.0624728391849336e-16;0.0;-0.05195141072932204;-0.003998409210764678;0.03411111581307022;0.0;0.0;0.0;0.0;-0.04675186827423717;0.0;0.0;0.15468797180607619;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005635035150936336;-0.07837431293914084;-1.6481358637725848e-16;0.0;0.0;0.0;0.0;-0.16789085862197228;0.0;0.0;0.0;-7.81991576391873e-17;-5.597389610863588e-17;1.28904092860223e-17;6.880000336754233e-17;0.24012487183672548;0.1368236135138362;-0.1362466606302323;0.006800756451968615;-0.20209177298233777;-0.028514284534232805;0.055971341556354984;0.10541196258433658;-0.072991044878188;0.0;0.055971341556355;-0.0729910448781879;0.0;-0.21146240952125045;0.08860364975730087;3.823560675126087e-17;-0.05579779553893306;-0.03788378680538382;0.0;0.0008694440457038127;-0.03788378680538375;-0.03788378680538375;-0.06393977716373861;-0.08593994256242324;-2.0189885139665004e-17;0.0;-0.015398263839917131;0.03318234561177135;-0.12461236707472073;-0.2984332751699738;0.06130271174451553;-0.08957950269659956;-0.24452478393928243;-0.25231552193480516;-0.21975342407056758;-0.16240512785799202;0.0;0.0;0.0
4;BR_dia;4.512676943259243;0.0;0.024439721301242542;0.0;0.026471284491713327;-0.0009552608007692312;0.0;1.1506484571028098e-17;-3.5381700571143434e-17;0.0;0.01577663030264177;-0.03044206475586126;0.0;0.04563469285409936;0.0;-0.04563469285409939;6.090546641689322e-18;-0.05969125190438272;0.0;0.0;0.0;0.0;-0.04584737922970107;-1.317617604519241e-18;0.02019777509294022;0.0;0.020197775092940212;0.0;1.8501554717802664e-17;-2.160300813689363e-18;6.718035050568305e-18;0.0;-0.05415055174066008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03810007091266084;0.0;0.0;0.033318926354853284;0.029810701171908198;0.0349519164711955;0.016243210037283327;0.02328825924101406;0.02578718163993285;-0.025787181639932828;0.034180667394163144;0.0;0.0;0.05969125190438271;-1.570236539968591e-17;-0.011346623946675915;0.03810007091266081;0.0;-1.854705934693493e-17;0.0;-0.015975123475665386;-0.02960853222018246;-0.026815793075722537;0.03526596800353929;0.0;0.05969125190438272;0.0612286563207059;0.05969125190438268;0.0;-0.05969125190438271;-3.9655263164913055e-18;0.0;-0.02681579307572252;0.061228656320705885;-0.009071156028524313;-0.06024186461278764;-0.06477165987071395;-0.06486947310189634;-0.09592777911682195;-0.01682828052689223;-0.005588289098959301;-0.020473001658925655;0.019614150136019824;0.0;0.0;0.0
5;BR_dia;13.25722082077722;0.0;0.0;1.6673109383194062;0.0;-1.3813713662413765;0.0;0.0026770848805151015;0.0;0.0;1.0386743379015217;0.0;-1.0092091841662654;-0.08952567624657087;1.0557013748977446;0.0;0.8908925893147859;0.0;0.0;0.06735029088384548;0.0;0.0;0.0;0.0;0.28613910937822307;0.0;0.0;0.0;0.2820907815499929;0.0;0.0;0.0;0.8747924059249153;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0211996041238613;1.0223931929092587;-0.3846973531671829;-0.466794458636802;-0.4313504900147742;-0.27876446001752164;-0.14854052487433167;-0.8855749678483767;0.0;0.0;0.0;0.7067875248423987;0.757515431929028;-0.7067875248423978;0.27729989996684845;0.7575154319290281;0.0;1.9926259345777255;-0.006098110019391756;0.0;0.650229828007332;-0.457680475198908;0.0;0.2667575713465733;-0.006098110019391534;0.21903259828527788;-0.5184482167907016;-0.8433215657783621;-1.0092091841662678;0.0;0.0;0.0;0.04604746639397561;0.06676504634854252;-1.08048960764526;-0.2044393430432313;0.2874466103503923;-0.11736980193171165;0.800237044254248;-0.6612839547986187;0.0;0.0;0.0
6;BR_dia;65.24429486511296;0.0;0.0;0.0;0.0;0.0;0.0;0.21366056012233672;0.3078273091705671;0.18656893708565492;0.396225885687826;0.2508984254001514;0.0;0.1518942361848743;-0.24438711403683422;-0.396225885687824;0.0;0.0;0.21619528386495868;0.0;0.0;0.0;-0.4016274469696204;0.0;-0.15639235285005748;0.0;3.1987397732219034e-16;0.0;0.0;3.226797300797367e-16;0.0;0.0;-0.08680226998353424;0.0;0.0;0.0;0.0;0.0;0.0;0.04273209880692137;0.16948618623260692;0.0;0.0;-0.30432498830598376;-0.38234559103384824;-0.1622316579664712;-0.2838793079497782;0.1246379020670389;-0.2909193466987736;0.09465866039984583;1.2805984391460485;0.0;0.0;0.0;0.0;0.0;-0.04281463619897763;0.0;0.0;0.0;0.1553117262344822;0.06661525155554382;0.12243299456944079;0.08296342305009263;0.42375183408936;0.3395952752750455;0.2274760165847276;0.1235922163140355;0.1996161013753195;0.0;0.25999626090879635;0.05158363637246932;-0.21575056125450076;0.22297297557291618;0.2599962609087968;-0.14076615181871777;-0.15910809741269383;0.32696271241349184;0.7723076576447689;-0.2103265763388612;-0.2326560801911538;-0.24127541483172332;-0.06677229321212957;0.25117663580524274;0.0;0.0
7;BR_dia;5.842152921367782;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0005634539697922685;0.0;0.0003671349459242133;-0.0005634539697922699;-0.0005797205609594278;0.00037980871069860975;0.00036713494592421344;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004228123142331212;0.0009695497496741455;0.0;0.0;0.0;0.0;0.0;-0.000377379071470609;0.0;-0.0006165302670755779;0.0;0.0;0.0;0.0;0.0;0.0;-2.2783246982633165e-19;-1.4177353142600258e-19;0.0;0.0;0.0008265823939131973;0.0009401770300931905;0.000696083558410085;0.0006960835584100852;0.0;-0.0009329558589132968;0.0;-0.0008076189469731366;0.0;0.0;0.0;0.0;0.0;-0.000893782387445738;0.0;-0.0011984940588622764;0.0;-0.0003246534003685717;0.00044170998686908074;0.0007238622387205346;0.0013152783380717212;0.00026445700562662434;0.0;0.0005482911677016736;-0.0017391373552891978;-0.0018124060870724102;-0.0009998120772430124;0.0010370630539324776;0.0010370630539324776;-0.0009998120772430126;-0.0009998120772430129;0.001037063053932478;0.0011011865690433336;-0.0004539078424900394;-0.0011332561477579524;-0.0007177252298136133;0.0001316871170072437;-1.7784371653319564e-05;0.00035455765001431427;-0.0006612775863699495;0.0;0.0;0.0
General;BR_dia;8.318938297714341;0.043065504510735764;0.14519379963512336;1.9235608347770194;0.44611316182196337;-0.29971655659891816;-3.086256154070952;-1.487389443423325;0.15718391552063338;-0.6748010721014737;0.7745242361115743;0.5268281900678602;-0.6354527850046736;0.5093220648092416;-0.27303268254200486;0.8506165997013397;2.6848026632920146;0.7857603563173416;-0.806674753628922;0.16686432022215314;2.6436066315960716;1.9679471804777933;-0.6199375399087046;0.8201143469796506;0.15530473628222374;2.1217012743853854;-0.45138843934763884;-2.2057372507956146;1.8584841759938087;-1.1897012474156625;-1.4442368209276388;-1.7503836035245968;0.5817568994227775;-0.5224061443835515;1.4372922697191832;0.1651888768391948;2.9582006426672933;-0.7041201113205631;-0.7041201113205773;-0.2595275740543883;-0.036805680538058994;2.958200642667151;2.958200642667265;1.4940216091899572;-2.696531322057936;-0.9094912496251624;-0.7132476790578082;1.5852305729962382;0.2794950004998995;-1.0217611310453805;0.11193948072210258;-0.16997042544677132;0.1073373588428812;1.890115803077137;3.442517842537356;1.3821979932718378;-1.1161002065770411;-1.5505370924876107;-0.037762177916341955;-0.7041201113206768;0.3891094979575298;-2.0858069181749066;2.157847685668205;2.4582956679386427;-1.2930178704315551;1.4782406155750518;-0.4683140306775204;-0.47137494166445126;1.0843189595243707;-1.6672439793531204;-2.1960131698633543;-0.7388744216680259;-1.2686577085907231;0.3474051068641515;2.805360509289887;-0.20679155508887703;-1.274865315808869;-0.9302823420407162;0.9002645286419675;-0.5161649976480174;-0.7844009496856408;0.6800607058483124;-0.4625060443970428;-0.3012964582381521;0.9354247776957223;-2.7876593476455085
1;BR_sys;4.674805294096618;0.0;0.0;0.0;0.0;0.0;0.0;-0.0831716028174497;0.0;0.0;0.0;0.0;0.0;0.0;-0.08317160281745055;0.012081714656026282;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.10049019061551534;0.0;0.032365760763428814;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.013485213891865189;-0.013485213891866202;0.22895802282133954;0.03152039632137277;-0.033410074065963774;0.0633164850605827;0.0;0.0;0.0;-0.10016895431443362;0.0;0.0;-0.22568592997624193;-0.10016895431443434;-4.3380671617967606e-17;-1.491602562969096;-0.11280914433983984;0.18933418639468064;0.12643439168445003;-0.05698249047270354;-0.01616647434417584;-0.12931669197902101;0.02235858323833212;0.0;0.0;0.0;0.07139311070783688;0.03089756276955353;0.0;0.1910772172216595;-0.468228258580717;-0.516789314918981;-0.7166491049826964;0.07220846343107823;-0.18109432559293792;-0.11815888325994968;-0.19348063008416316;-0.19182694205891124;0.0;0.0;0.0
